SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200626,20060826,7,13,1,6.79,PRD0902503,CL00058,DEP00016,G00006,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,1.84,PRD0902524,CL00213,DEP00070,G00022,D00005,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,3.78,PRD0902759,CL00237,DEP00084,G00028,D00008,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,1.33,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,14,1,1.19,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000554907,MM,,994102000510076,M,UM,Top Up,Grocery,STORE00359,XLS,N01
200626,20060824,5,08,3,4.98,PRD0903196,CL00129,DEP00046,G00013,D00003,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060826,7,13,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,08,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060824,5,08,1,0.72,PRD0903768,CL00077,DEP00022,G00007,D00002,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060824,5,08,1,2.14,PRD0903774,CL00140,DEP00049,G00014,D00003,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060826,7,13,3,4.68,PRD0903776,CL00079,DEP00022,G00007,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,1.61,PRD0903927,CL00163,DEP00055,G00016,D00003,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,14,3,8.46,PRD0903965,CL00150,DEP00052,G00015,D00003,CUST0000554907,MM,,994102000510076,M,UM,Top Up,Grocery,STORE00359,XLS,N01
200626,20060826,7,13,1,0.42,PRD0904315,CL00006,DEP00002,G00001,D00001,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,3,4.62,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,08,1,0.85,PRD0904420,CL00015,DEP00004,G00003,D00001,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060824,5,14,1,0.97,PRD0904421,CL00002,DEP00001,G00001,D00001,CUST0000554907,MM,,994102000510076,M,UM,Top Up,Grocery,STORE00359,XLS,N01
200626,20060826,7,13,1,1.55,PRD0904567,CL00025,DEP00008,G00004,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,1.77,PRD0904701,CL00058,DEP00016,G00006,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,1.18,PRD0902214,CL00201,DEP00067,G00021,D00005,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060826,7,13,1,2.06,PRD0901348,CL00072,DEP00021,G00007,D00002,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,08,3,7.35,PRD0903126,CL00050,DEP00013,G00005,D00002,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060826,7,15,1,0.01,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000981669,MM,OT,994102000777628,S,MM,Small Shop,Grocery,STORE00359,XLS,N01
200626,20060824,5,08,3,3.75,PRD0903627,CL00079,DEP00022,G00007,D00002,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060826,7,13,1,1.84,PRD0900966,CL00219,DEP00073,G00023,D00005,CUST0000051080,UM,YA,994102000196222,L,UM,Full Shop,Fresh,STORE00359,XLS,N01
200626,20060824,5,08,1,0.68,PRD0904975,CL00163,DEP00055,G00016,D00003,CUST0000667731,MM,OT,994102000580877,L,MM,Full Shop,Mixed,STORE00359,XLS,N01
200626,20060822,3,08,1,1,PRD0903980,CL00106,DEP00037,G00010,D00003,CUST0000305179,MM,OT,994102000354445,S,LA,Small Shop,Grocery,STORE00371,SS,S03
200626,20060823,4,09,1,3.5,PRD0900357,CL00231,DEP00081,G00027,D00008,,,,994102000083493,S,MM,Small Shop,Grocery,STORE00375,MS,W02
200626,20060821,2,19,1,0.8,PRD0900385,CL00036,DEP00009,G00004,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.95,PRD0900679,CL00041,DEP00011,G00004,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,3.82,PRD0900862,CL00076,DEP00022,G00007,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.33,PRD0900893,CL00144,DEP00051,G00015,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,2.07,PRD0900923,CL00126,DEP00046,G00013,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.07,PRD0901220,CL00160,DEP00054,G00016,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.35,PRD0902395,CL00198,DEP00067,G00021,D00005,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.73,PRD0902439,CL00063,DEP00019,G00007,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,0.46,PRD0902540,CL00044,DEP00011,G00004,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,0.83,PRD0903423,CL00002,DEP00001,G00001,D00001,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,0.94,PRD0903686,CL00132,DEP00047,G00013,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,0.45,PRD0904396,CL00111,DEP00039,G00010,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,3,1.83,PRD0904581,CL00156,DEP00053,G00016,D00003,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.6,PRD0904722,CL00091,DEP00026,G00008,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,1.25,PRD0904945,CL00001,DEP00001,G00001,D00001,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,2.24,PRD0902858,CL00076,DEP00022,G00007,D00002,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,19,1,2.51,PRD0901681,CL00195,DEP00067,G00021,D00005,CUST0000493694,UM,,994102000471789,L,MM,Full Shop,Mixed,STORE00375,MS,W02
200626,20060821,2,17,1,1.07,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000188320,LA,OT,994102000281646,S,LA,Small Shop,Mixed,STORE00377,LS,W03
200626,20060821,2,17,1,1.08,PRD0904736,CL00197,DEP00067,G00021,D00005,CUST0000188320,LA,OT,994102000281646,S,LA,Small Shop,Mixed,STORE00377,LS,W03
200626,20060824,5,19,3,0.66,PRD0900006,CL00103,DEP00035,G00010,D00003,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,3,4.68,PRD0900927,CL00069,DEP00020,G00007,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,11,1,1.71,PRD0902043,CL00075,DEP00022,G00007,D00002,CUST0000334560,MM,,994102000372868,M,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,11,1,1.35,PRD0902395,CL00198,DEP00067,G00021,D00005,CUST0000334560,MM,,994102000372868,M,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,0.68,PRD0902495,CL00088,DEP00025,G00008,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,0.62,PRD0902618,CL00006,DEP00002,G00001,D00001,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,11,1,2.51,PRD0902882,CL00029,DEP00008,G00004,D00002,CUST0000334560,MM,,994102000372868,M,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,3,1.65,PRD0903002,CL00075,DEP00022,G00007,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,0.62,PRD0903131,CL00142,DEP00050,G00014,D00003,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,1.18,PRD0903791,CL00092,DEP00027,G00008,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,3,2.91,PRD0904421,CL00002,DEP00001,G00001,D00001,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,0.54,PRD0904469,CL00006,DEP00002,G00001,D00001,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,1.4,PRD0904488,CL00089,DEP00025,G00008,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,11,1,1.8,PRD0904726,CL00146,DEP00051,G00015,D00003,CUST0000334560,MM,,994102000372868,M,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,11,1,1.23,PRD0904754,CL00067,DEP00019,G00007,D00002,CUST0000334560,MM,,994102000372868,M,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060824,5,19,1,1.63,PRD0904827,CL00092,DEP00027,G00008,D00002,,,,994102000090661,L,MM,Top Up,Fresh,STORE00379,LS,N03
200626,20060821,2,17,3,1.38,PRD0904667,CL00164,DEP00055,G00016,D00003,CUST0000902689,LA,OT,994102000727700,M,MM,Small Shop,Mixed,STORE00381,SS,E03
200626,20060821,2,17,1,3.51,PRD0903503,CL00100,DEP00033,G00009,D00002,CUST0000902689,LA,OT,994102000727700,M,MM,Small Shop,Mixed,STORE00381,SS,E03
200626,20060825,6,19,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,CUST0000740640,MM,YA,994102000626405,M,MM,Small Shop,Fresh,STORE00386,LS,S02
200626,20060825,6,19,1,1.74,PRD0901173,CL00075,DEP00022,G00007,D00002,CUST0000740640,MM,YA,994102000626405,M,MM,Small Shop,Fresh,STORE00386,LS,S02
200626,20060827,1,16,1,5.87,PRD0902696,CL00185,DEP00062,G00018,D00004,CUST0000279317,LA,PE,994102000338400,M,UM,Small Shop,Nonfood,STORE00386,LS,S02
200626,20060827,1,16,1,0.4,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000279317,LA,PE,994102000338400,M,UM,Small Shop,Nonfood,STORE00386,LS,S02
200626,20060825,6,19,1,1.87,PRD0903677,CL00151,DEP00052,G00015,D00003,CUST0000740640,MM,YA,994102000626405,M,MM,Small Shop,Fresh,STORE00386,LS,S02
200626,20060827,1,16,1,1.17,PRD0904054,CL00199,DEP00067,G00021,D00005,CUST0000279317,LA,PE,994102000338400,M,UM,Small Shop,Nonfood,STORE00386,LS,S02
200626,20060825,6,19,1,1.34,PRD0904917,CL00063,DEP00019,G00007,D00002,CUST0000740640,MM,YA,994102000626405,M,MM,Small Shop,Fresh,STORE00386,LS,S02
200626,20060825,6,19,1,1,PRD0904526,CL00069,DEP00020,G00007,D00002,CUST0000740640,MM,YA,994102000626405,M,MM,Small Shop,Fresh,STORE00386,LS,S02
200626,20060825,6,15,1,1.02,PRD0900195,CL00207,DEP00069,G00022,D00005,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.23,PRD0900311,CL00148,DEP00052,G00015,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,3,2.25,PRD0900447,CL00140,DEP00049,G00014,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.52,PRD0900473,CL00205,DEP00069,G00022,D00005,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.68,PRD0900507,CL00142,DEP00050,G00014,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,1.22,PRD0900670,CL00155,DEP00053,G00016,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.71,PRD0900859,CL00006,DEP00002,G00001,D00001,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.34,PRD0901407,CL00148,DEP00052,G00015,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060827,1,19,1,1.46,PRD0901469,CL00140,DEP00049,G00014,D00003,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060827,1,19,1,1,PRD0902029,CL00031,DEP00008,G00004,D00002,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060825,6,15,1,0.85,PRD0902265,CL00159,DEP00054,G00016,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060827,1,19,3,4.77,PRD0902929,CL00027,DEP00008,G00004,D00002,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060824,5,08,1,0.6,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000152179,LA,,994102000259267,S,UM,Small Shop,Fresh,STORE00398,LS,N03
200626,20060825,6,15,1,0.61,PRD0903514,CL00073,DEP00021,G00007,D00002,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.67,PRD0903588,CL00218,DEP00073,G00023,D00005,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,3,5.58,PRD0904613,CL00067,DEP00019,G00007,D00002,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060825,6,15,1,0.65,PRD0904621,CL00130,DEP00047,G00013,D00003,CUST0000683681,LA,YF,994102000590765,L,LA,Full Shop,Mixed,STORE00398,LS,N03
200626,20060827,1,19,3,1.08,PRD0904638,CL00108,DEP00037,G00010,D00003,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060824,5,08,1,1.02,PRD0904887,CL00041,DEP00011,G00004,D00002,CUST0000152179,LA,,994102000259267,S,UM,Small Shop,Fresh,STORE00398,LS,N03
200626,20060827,1,19,1,1.28,PRD0902263,CL00218,DEP00073,G00023,D00005,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060827,1,19,1,1.56,PRD0901309,CL00033,DEP00008,G00004,D00002,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060827,1,19,1,1.87,PRD0904430,CL00033,DEP00008,G00004,D00002,,,,994102000044685,L,MM,Top Up,Fresh,STORE00398,LS,N03
200626,20060823,4,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000401508,UM,OA,994102000414336,S,MM,Small Shop,Fresh,STORE00401,LS,S01
200626,20060825,6,17,4,3.52,PRD0900303,CL00129,DEP00046,G00013,D00003,CUST0000600484,MM,OT,994102000538402,M,LA,Small Shop,Mixed,STORE00401,LS,S01
200626,20060825,6,17,3,4.92,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000600484,MM,OT,994102000538402,M,LA,Small Shop,Mixed,STORE00401,LS,S01
200626,20060823,4,14,1,0.49,PRD0904896,CL00003,DEP00002,G00001,D00001,CUST0000401508,UM,OA,994102000414336,S,MM,Small Shop,Fresh,STORE00401,LS,S01
200626,20060825,6,20,1,2.78,PRD0900038,CL00086,DEP00024,G00007,D00002,CUST0000319880,UM,OT,994102000363537,S,UM,Small Shop,Fresh,STORE00402,LS,S02
200626,20060825,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000319880,UM,OT,994102000363537,S,UM,Small Shop,Fresh,STORE00402,LS,S02
200626,20060825,6,15,1,0.12,PRD0900845,CL00207,DEP00069,G00022,D00005,CUST0000374289,LA,YF,994102000397721,M,LA,Small Shop,Fresh,STORE00402,LS,S02
200626,20060825,6,15,3,3.75,PRD0902757,CL00093,DEP00028,G00008,D00002,CUST0000374289,LA,YF,994102000397721,M,LA,Small Shop,Fresh,STORE00402,LS,S02
200626,20060827,1,14,1,0.35,PRD0900025,CL00163,DEP00055,G00016,D00003,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,14,3,2.64,PRD0900400,CL00073,DEP00021,G00007,D00002,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,3.54,PRD0900708,CL00195,DEP00067,G00021,D00005,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060822,3,16,1,0.3,PRD0900742,CL00218,DEP00073,G00023,D00005,CUST0000260702,LA,,994102000326917,M,LA,Small Shop,Mixed,STORE00409,SS,W03
200626,20060827,1,14,3,3.45,PRD0900809,CL00069,DEP00020,G00007,D00002,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.86,PRD0900832,CL00150,DEP00052,G00015,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.4,PRD0901383,CL00044,DEP00011,G00004,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,1.17,PRD0901599,CL00154,DEP00052,G00015,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,9,3.87,PRD0901838,CL00067,DEP00019,G00007,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,1.35,PRD0902070,CL00067,DEP00019,G00007,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060822,3,16,1,1.27,PRD0902079,CL00083,DEP00023,G00007,D00002,CUST0000260702,LA,,994102000326917,M,LA,Small Shop,Mixed,STORE00409,SS,W03
200626,20060827,1,14,1,1.11,PRD0902401,CL00151,DEP00052,G00015,D00003,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,1.14,PRD0902830,CL00046,DEP00012,G00004,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,1.63,PRD0902907,CL00155,DEP00053,G00016,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.67,PRD0903023,CL00043,DEP00011,G00004,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.76,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.7,PRD0903460,CL00157,DEP00053,G00016,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,3,11.55,PRD0903691,CL00061,DEP00018,G00006,D00002,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,3.6,PRD0903728,CL00201,DEP00067,G00021,D00005,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060822,3,16,1,0.35,PRD0904414,CL00105,DEP00036,G00010,D00003,CUST0000260702,LA,,994102000326917,M,LA,Small Shop,Mixed,STORE00409,SS,W03
200626,20060827,1,14,1,3.77,PRD0904454,CL00165,DEP00055,G00016,D00003,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,14,1,1.42,PRD0904473,CL00160,DEP00054,G00016,D00003,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,1.53,PRD0904658,CL00127,DEP00046,G00013,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,1,0.61,PRD0904807,CL00160,DEP00054,G00016,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,15,3,7.14,PRD0902977,CL00144,DEP00051,G00015,D00003,,,,994102000040559,L,UM,Top Up,Mixed,STORE00409,SS,W03
200626,20060827,1,14,1,1.87,PRD0902213,CL00160,DEP00054,G00016,D00003,CUST0000692280,MM,YF,994102000596045,L,LA,Top Up,Mixed,STORE00409,SS,W03
200626,20060822,3,14,1,0.63,PRD0900833,CL00164,DEP00055,G00016,D00003,,,,994102000002105,M,MM,Small Shop,Mixed,STORE00423,LS,S02
200626,20060822,3,14,1,2.15,PRD0901648,CL00078,DEP00022,G00007,D00002,,,,994102000002105,M,MM,Small Shop,Mixed,STORE00423,LS,S02
200626,20060825,6,18,3,1.02,PRD0903256,CL00063,DEP00019,G00007,D00002,CUST0000860762,MM,OT,994102000701231,M,MM,Small Shop,Fresh,STORE00423,LS,S02
200626,20060822,3,14,1,1.28,PRD0904773,CL00139,DEP00048,G00013,D00003,,,,994102000002105,M,MM,Small Shop,Mixed,STORE00423,LS,S02
200626,20060822,3,16,1,15.24,PRD0900751,CL00229,DEP00081,G00027,D00008,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.51,PRD0900939,CL00151,DEP00052,G00015,D00003,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,17,1,1.1,PRD0901535,CL00064,DEP00019,G00007,D00002,CUST0000991094,UM,PE,994102000783490,M,UM,Small Shop,Fresh,STORE00428,MS,W03
200626,20060822,3,17,1,0.4,PRD0901942,CL00006,DEP00002,G00001,D00001,CUST0000991094,UM,PE,994102000783490,M,UM,Small Shop,Fresh,STORE00428,MS,W03
200626,20060822,3,16,3,1.14,PRD0901961,CL00007,DEP00003,G00002,D00001,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,17,1,0.52,PRD0902108,CL00101,DEP00034,G00010,D00003,CUST0000991094,UM,PE,994102000783490,M,UM,Small Shop,Fresh,STORE00428,MS,W03
200626,20060822,3,16,3,2.82,PRD0902724,CL00155,DEP00053,G00016,D00003,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.61,PRD0903514,CL00073,DEP00021,G00007,D00002,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.38,PRD0903909,CL00186,DEP00062,G00018,D00004,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.23,PRD0904042,CL00142,DEP00050,G00014,D00003,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.42,PRD0904315,CL00006,DEP00002,G00001,D00001,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.36,PRD0904368,CL00143,DEP00050,G00014,D00003,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060822,3,16,1,0.86,PRD0904909,CL00086,DEP00024,G00007,D00002,CUST0000651587,LA,OT,994102000570790,L,LA,Full Shop,Grocery,STORE00428,MS,W03
200626,20060824,5,19,1,2.35,PRD0900013,CL00015,DEP00004,G00003,D00001,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
200626,20060824,5,19,1,1.8,PRD0900058,CL00020,DEP00005,G00003,D00001,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
200626,20060823,4,19,1,1.32,PRD0900157,CL00140,DEP00049,G00014,D00003,,,,994102000147739,L,MM,Top Up,Fresh,STORE00433,MS,W01
200626,20060824,5,19,1,1.4,PRD0900268,CL00142,DEP00050,G00014,D00003,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
200626,20060824,5,19,1,7.15,PRD0900324,CL00058,DEP00016,G00006,D00002,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
200626,20060823,4,19,1,1.44,PRD0900629,CL00073,DEP00021,G00007,D00002,,,,994102000147739,L,MM,Top Up,Fresh,STORE00433,MS,W01
200626,20060824,5,19,1,1.34,PRD0900641,CL00086,DEP00024,G00007,D00002,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
200626,20060824,5,19,1,3.91,PRD0900782,CL00086,DEP00024,G00007,D00002,CUST0000752686,UM,YF,994102000634162,L,UM,Full Shop,Fresh,STORE00433,MS,W01
